ticker,year,month,return,contract,start_date,start_value,end_date,end_value
PA,2001,1,0.0941908713692945,PA_2001-01,2001-01-02,964.0,2001-01-31,1054.8
PA,2001,2,-0.1864734299516908,PA_2001-02,2001-02-01,1035.0,2001-02-28,842.0
PA,2001,3,-0.09708737864077666,PA_2001-03,2001-03-01,824.0,2001-03-30,744.0
PA,2001,4,-0.05753424657534245,PA_2001-04,2001-04-02,730.0,2001-04-30,688.0
PA,2001,5,-0.052828802351212456,PA_2001-05,2001-05-01,680.5,2001-05-31,644.55
PA,2001,6,-0.06404056162246485,PA_2001-06,2001-06-01,641.0,2001-06-29,599.95
PA,2001,7,-0.23719008264462815,PA_2001-07,2001-07-02,605.0,2001-07-31,461.5
PA,2001,8,-0.01833872707659112,PA_2001-08,2001-08-01,463.5,2001-08-31,455.0
PA,2001,9,-0.20982735723771584,PA_2001-09,2001-09-04,451.8,2001-09-28,357.0
PA,2001,10,-0.026611290570681567,PA_2001-10,2001-10-01,325.05,2001-10-31,316.4
PA,2001,11,0.10598425196850392,PA_2001-11,2001-11-01,317.5,2001-11-30,351.15
PA,2001,12,0.24444444444444446,PA_2001-12,2001-12-03,360.0,2001-12-31,448.0
PA,2002,1,-0.17449664429530198,PA_2002-01,2002-01-02,447.0,2002-01-31,369.0
PA,2002,2,0.00216216216216214,PA_2002-02,2002-02-01,370.0,2002-02-28,370.8
PA,2002,3,0.06547945205479455,PA_2002-03,2002-03-01,365.0,2002-03-28,388.9
PA,2002,4,-0.08705701078582428,PA_2002-04,2002-04-01,389.4,2002-04-30,355.5
PA,2002,5,-0.008402164625462949,PA_2002-05,2002-05-01,351.1,2002-05-31,348.15
PA,2002,6,-0.0812680115273775,PA_2002-06,2002-06-03,347.0,2002-06-28,318.8
PA,2002,7,0.015739268680445173,PA_2002-07,2002-07-01,314.5,2002-07-31,319.45
PA,2002,8,0.02124999999999999,PA_2002-08,2002-08-01,320.0,2002-08-30,326.8
PA,2002,9,-0.009316770186335366,PA_2002-09,2002-09-03,322.0,2002-09-30,319.0
PA,2002,10,-0.02435192458758839,PA_2002-10,2002-10-01,318.25,2002-10-31,310.5
PA,2002,11,-0.14262691377921033,PA_2002-11,2002-11-01,310.25,2002-11-27,266.0
PA,2002,12,-0.09505703422053235,PA_2002-12,2002-12-02,263.0,2002-12-31,238.0
PA,2003,1,0.10447761194029859,PA_2003-01,2003-01-02,234.5,2003-01-31,259.0
PA,2003,2,-0.09143605086013462,PA_2003-02,2003-02-03,267.4,2003-02-28,242.95
PA,2003,3,-0.24902243259930024,PA_2003-03,2003-03-03,242.95,2003-03-31,182.45
PA,2003,4,-0.13812154696132595,PA_2003-04,2003-04-01,181.0,2003-04-30,156.0
PA,2003,5,0.17515923566878988,PA_2003-05,2003-05-01,157.0,2003-05-30,184.5
PA,2003,6,-0.025000000000000022,PA_2003-06,2003-06-02,186.0,2003-06-30,181.35
PA,2003,7,-0.010869565217391353,PA_2003-07,2003-07-01,184.0,2003-07-31,182.0
PA,2003,8,0.10815217391304355,PA_2003-08,2003-08-01,184.0,2003-08-29,203.9
PA,2003,9,0.041888619854721476,PA_2003-09,2003-09-02,206.5,2003-09-30,215.15
PA,2003,10,-0.01816037735849052,PA_2003-10,2003-10-01,212.0,2003-10-31,208.15
PA,2003,11,-0.07850241545893721,PA_2003-11,2003-11-03,207.0,2003-11-26,190.75
PA,2003,12,0.05053191489361697,PA_2003-12,2003-12-01,188.0,2003-12-31,197.5
PA,2004,1,0.16356783919598006,PA_2004-01,2004-01-05,199.0,2004-01-30,231.55
PA,2004,2,-0.022478991596638687,PA_2004-02,2004-02-02,238.0,2004-02-27,232.65
PA,2004,3,0.21064718162839235,PA_2004-03,2004-03-01,239.5,2004-03-31,289.95
PA,2004,4,-0.11237113402061849,PA_2004-04,2004-04-01,291.0,2004-04-30,258.3
PA,2004,5,-0.03550185873605949,PA_2004-05,2004-05-03,269.0,2004-05-28,259.45
PA,2004,6,-0.17151666987858938,PA_2004-06,2004-06-01,259.45,2004-06-30,214.95
PA,2004,7,0.014005602240896309,PA_2004-07,2004-07-01,214.2,2004-07-30,217.2
PA,2004,8,-0.021247739602169968,PA_2004-08,2004-08-02,221.2,2004-08-31,216.5
PA,2004,9,0.03333333333333344,PA_2004-09,2004-09-01,217.5,2004-09-30,224.75
PA,2004,10,-0.06106194690265487,PA_2004-10,2004-10-01,226.0,2004-10-29,212.2
PA,2004,11,-0.003972890862350975,PA_2004-11,2004-11-01,213.95,2004-11-30,213.1
PA,2004,12,-0.1355576294913673,PA_2004-12,2004-12-01,214.3,2004-12-30,185.25
PA,2005,1,0.034782608695652195,PA_2005-01,2005-01-03,184.0,2005-01-31,190.4
PA,2005,2,-0.05107802874743339,PA_2005-02,2005-02-01,194.8,2005-02-28,184.85
PA,2005,3,0.10624999999999996,PA_2005-03,2005-03-01,184.0,2005-03-31,203.55
PA,2005,4,-0.02512315270935961,PA_2005-04,2005-04-01,203.0,2005-04-29,197.9
PA,2005,5,-0.06218274111675126,PA_2005-05,2005-05-02,197.0,2005-05-31,184.75
PA,2005,6,-0.012214983713355054,PA_2005-06,2005-06-01,184.2,2005-06-30,181.95
PA,2005,7,0.07454445057979009,PA_2005-07,2005-07-01,181.1,2005-07-29,194.6
PA,2005,8,-0.07027707808564221,PA_2005-08,2005-08-01,198.5,2005-08-31,184.55
PA,2005,9,0.08586956521739131,PA_2005-09,2005-09-01,184.0,2005-09-30,199.8
PA,2005,10,0.14145728643216082,PA_2005-10,2005-10-03,199.0,2005-10-31,227.15
PA,2005,11,0.1353711790393013,PA_2005-11,2005-11-01,229.0,2005-11-30,260.0
PA,2005,12,0.0075130032748988995,PA_2005-12,2005-12-01,259.55,2005-12-30,261.5
PA,2006,1,0.12715885367242352,PA_2006-01,2006-01-03,263.45,2006-01-31,296.95
PA,2006,2,-0.01077441077441077,PA_2006-02,2006-02-01,297.0,2006-02-28,293.8
PA,2006,3,0.14169491525423727,PA_2006-03,2006-03-01,295.0,2006-03-31,336.8
PA,2006,4,0.1165235416049748,PA_2006-04,2006-04-03,337.7,2006-04-28,377.05
PA,2006,5,-0.07673202614379093,PA_2006-05,2006-05-01,382.5,2006-05-31,353.15
PA,2006,6,-0.08044343376918706,PA_2006-06,2006-06-01,351.8,2006-06-30,323.5
PA,2006,7,-0.021141975308642036,PA_2006-07,2006-07-05,324.0,2006-07-31,317.15
PA,2006,8,0.07623456790123462,PA_2006-08,2006-08-01,324.0,2006-08-31,348.7
PA,2006,9,-0.09600000000000009,PA_2006-09,2006-09-01,350.0,2006-09-29,316.4
PA,2006,10,0.01798107255520498,PA_2006-10,2006-10-02,317.0,2006-10-31,322.7
PA,2006,11,0.013028329041054443,PA_2006-11,2006-11-01,330.05,2006-11-30,334.35
PA,2006,12,0.013928410963007343,PA_2006-12,2006-12-01,333.85,2006-12-29,338.5
PA,2007,1,0.004572271386430682,PA_2007-01,2007-01-03,339.0,2007-01-31,340.55
PA,2007,2,0.022802237200631126,PA_2007-02,2007-02-01,348.65,2007-02-28,356.6
PA,2007,3,-0.0009787472035794886,PA_2007-03,2007-03-01,357.6,2007-03-30,357.25
PA,2007,4,0.04982456140350888,PA_2007-04,2007-04-02,356.25,2007-04-30,374.0
PA,2007,5,-0.01517150395778366,PA_2007-05,2007-05-01,379.0,2007-05-31,373.25
PA,2007,6,-0.01272605492297385,PA_2007-06,2007-06-01,373.25,2007-06-29,368.5
PA,2007,7,-0.003801248981808447,PA_2007-07,2007-07-02,368.3,2007-07-31,366.9
PA,2007,8,-0.08357075023741689,PA_2007-08,2007-08-01,368.55,2007-08-31,337.75
PA,2007,9,0.04747023809523809,PA_2007-09,2007-09-04,336.0,2007-09-28,351.95
PA,2007,10,0.06019830028328621,PA_2007-10,2007-10-01,353.0,2007-10-31,374.25
PA,2007,11,-0.06767810026385224,PA_2007-11,2007-11-01,379.0,2007-11-30,353.35
PA,2007,12,0.07138810198300272,PA_2007-12,2007-12-03,353.0,2007-12-31,378.2
PA,2008,1,0.051859752033062145,PA_2008-01,2008-01-02,375.05,2008-01-31,394.5
