ticker,year,month,return,contract,start_date,start_value,end_date,end_value
HO,1999,1,-0.036887608069164246,HO_1999-02,1999-01-04,0.347,1999-01-29,0.3342
HO,1999,2,-0.04183976261127598,HO_1999-03,1999-02-01,0.337,1999-02-26,0.3229
HO,1999,3,0.37476923076923074,HO_1999-04,1999-03-01,0.325,1999-03-31,0.4468
HO,1999,4,0.02939814814814823,HO_1999-05,1999-04-01,0.432,1999-04-30,0.4447
HO,1999,5,-0.12861878453038678,HO_1999-06,1999-05-03,0.4525,1999-05-28,0.3943
HO,1999,6,0.20528967254408048,HO_1999-07,1999-06-01,0.397,1999-06-30,0.4785
HO,1999,7,0.06144455747711097,HO_1999-08,1999-07-01,0.4915,1999-07-30,0.5217
HO,1999,8,0.12007722007722021,HO_1999-09,1999-08-02,0.518,1999-08-31,0.5802
HO,1999,9,0.054670094258783,HO_1999-10,1999-09-01,0.5835,1999-09-30,0.6154
HO,1999,10,-0.08012820512820518,HO_1999-11,1999-10-01,0.624,1999-10-29,0.574
HO,1999,11,0.09692307692307711,HO_1999-12,1999-11-01,0.585,1999-11-30,0.6417
HO,1999,12,0.07691107644305784,HO_2000-01,1999-12-01,0.641,1999-12-30,0.6903
HO,2000,1,0.4166666666666665,HO_2000-02,2000-01-04,0.672,2000-01-31,0.952
HO,2000,2,0.09581395348837218,HO_2000-03,2000-02-01,0.7525,2000-02-29,0.8246
HO,2000,3,-0.014716981132075535,HO_2000-04,2000-03-01,0.795,2000-03-31,0.7833
HO,2000,4,0.06443636363636362,HO_2000-05,2000-04-03,0.6875,2000-04-28,0.7318
HO,2000,5,0.10105670486679563,HO_2000-06,2000-05-01,0.6719,2000-05-31,0.7398
HO,2000,6,0.17431960921144452,HO_2000-07,2000-06-01,0.7165,2000-06-30,0.8414
HO,2000,7,-0.03790123456790129,HO_2000-08,2000-07-05,0.81,2000-07-31,0.7793
HO,2000,8,0.30099140779907474,HO_2000-09,2000-08-01,0.7565,2000-08-31,0.9842
