ticker,year,month,return,contract,start_date,start_value,end_date,end_value
SV,2001,1,0.03771551724137945,SV_2001-03,2001-01-02,4.64,2001-01-31,4.815
SV,2001,2,-0.07036423841059603,SV_2001-04,2001-02-01,4.832,2001-02-28,4.492
SV,2001,3,-0.049778761061946786,SV_2001-05,2001-03-01,4.52,2001-03-30,4.295
SV,2001,4,0.0016147635524796922,SV_2001-06,2001-04-02,4.335,2001-04-30,4.342
SV,2001,5,0.01379310344827589,SV_2001-07,2001-05-01,4.35,2001-05-31,4.41
SV,2001,6,-0.02994820986264357,SV_2001-08,2001-06-01,4.441,2001-06-29,4.308
SV,2001,7,-0.0235565819861433,SV_2001-09,2001-07-02,4.33,2001-07-31,4.228
SV,2001,8,-0.016945163567898325,SV_2001-10,2001-08-01,4.249,2001-08-31,4.177
SV,2001,9,0.11742151929067823,SV_2001-11,2001-09-04,4.173,2001-09-28,4.663
SV,2001,10,-0.09625668449197866,SV_2001-12,2001-10-01,4.675,2001-10-31,4.225
SV,2001,11,-0.018952854773750305,SV_2002-01,2001-11-01,4.221,2001-11-30,4.141
SV,2001,12,0.08580232282531397,SV_2002-02,2001-12-03,4.219,2001-12-31,4.581
SV,2002,1,-0.07491785323110633,SV_2002-03,2002-01-02,4.565,2002-01-31,4.223
SV,2002,2,0.042592592592592515,SV_2002-04,2002-02-01,4.32,2002-02-28,4.504
SV,2002,3,0.029900332225913706,SV_2002-05,2002-03-01,4.515,2002-03-28,4.65
SV,2002,4,-0.035911602209944826,SV_2002-06,2002-04-01,4.706,2002-04-30,4.537
SV,2002,5,0.10570175438596507,SV_2002-07,2002-05-01,4.56,2002-05-31,5.042
SV,2002,6,-0.049312377210215974,SV_2002-08,2002-06-03,5.09,2002-06-28,4.839
SV,2002,7,-0.052935118434603634,SV_2002-09,2002-07-01,4.855,2002-07-31,4.598
SV,2002,8,-0.03284750924516,SV_2002-10,2002-08-01,4.597,2002-08-30,4.446
SV,2002,9,0.015439695681360499,SV_2002-11,2002-09-03,4.469,2002-09-30,4.538
SV,2002,10,-0.009890109890109855,SV_2002-12,2002-10-01,4.55,2002-10-31,4.505
SV,2002,11,-0.018226272505001084,SV_2003-01,2002-11-01,4.499,2002-11-27,4.417
SV,2002,12,0.08297632468996619,SV_2003-02,2002-12-02,4.435,2002-12-31,4.803
SV,2003,1,0.014613778705636848,SV_2003-03,2003-01-02,4.79,2003-01-31,4.86
SV,2003,2,-0.05143565379053927,SV_2003-04,2003-02-03,4.841,2003-02-28,4.592
SV,2003,3,-0.02934782608695652,SV_2003-05,2003-03-03,4.6,2003-03-31,4.465
SV,2003,4,0.04452439847087919,SV_2003-06,2003-04-01,4.447,2003-04-30,4.645
