ticker,year,month,return,contract,start_date,start_value,end_date,end_value
LE,2001,1,-0.025681674064679694,LE_2001-01,2001-01-02,78.85,2001-01-31,76.825
LE,2001,2,0.05681818181818188,LE_2001-02,2001-02-01,77.0,2001-02-28,81.375
LE,2001,3,-0.019230769230769162,LE_2001-03,2001-03-01,74.1,2001-03-30,72.675
LE,2001,4,-0.016472203157172127,LE_2001-04,2001-04-02,72.85,2001-04-30,71.65
LE,2001,5,0.036895231465366995,LE_2001-05,2001-05-01,71.825,2001-05-31,74.475
LE,2001,6,-0.006044325050369448,LE_2001-06,2001-06-01,74.45,2001-06-29,74.0
LE,2001,7,-0.019893899204244003,LE_2001-07,2001-07-02,75.4,2001-07-31,73.9
LE,2001,8,-0.00746268656716409,LE_2001-08,2001-08-01,73.7,2001-08-31,73.15
LE,2001,9,-0.09448554135843967,LE_2001-09,2001-09-04,74.35,2001-09-28,67.325
LE,2001,10,0.012267657992565129,LE_2001-10,2001-10-01,67.25,2001-10-31,68.075
LE,2001,11,-0.013703443429374684,LE_2001-11,2001-11-01,71.15,2001-11-30,70.175
LE,2001,12,0.009279086366880795,LE_2001-12,2001-12-03,70.05,2001-12-31,70.7
LE,2002,1,0.02825051055139549,LE_2002-01,2002-01-02,73.45,2002-01-31,75.525
LE,2002,2,-0.011984021304926706,LE_2002-02,2002-02-01,75.1,2002-02-28,74.2
LE,2002,3,-0.06633557999290529,LE_2002-03,2002-03-07,70.475,2002-03-28,65.8
LE,2002,4,-0.043233082706766957,LE_2002-04,2002-04-01,66.5,2002-04-30,63.625
LE,2002,5,-0.047656249999999956,LE_2002-05,2002-05-01,64.0,2002-05-31,60.95
LE,2002,6,0.03628210354667738,LE_2002-06,2002-06-03,61.325,2002-06-28,63.55
LE,2002,7,0.03474608629247822,LE_2002-07,2002-07-01,65.475,2002-07-31,67.75
LE,2002,8,-0.004444444444444362,LE_2002-08,2002-08-01,67.5,2002-08-30,67.2
LE,2002,9,0.011095204008589876,LE_2002-09,2002-09-03,69.85,2002-09-30,70.625
LE,2002,10,0.03977272727272729,LE_2002-10,2002-10-01,70.4,2002-10-31,73.2
LE,2002,11,0.03631561571475728,LE_2002-11,2002-11-01,75.725,2002-11-29,78.475
LE,2002,12,0.014331210191082855,LE_2002-12,2002-12-02,78.5,2002-12-31,79.625
LE,2003,1,0.015555555555555545,LE_2003-01,2003-01-02,78.75,2003-01-31,79.975
LE,2003,2,-0.04861982434127976,LE_2003-02,2003-02-03,79.7,2003-02-28,75.825
LE,2003,3,0.00826446280991755,LE_2003-03,2003-03-10,72.6,2003-03-31,73.2
LE,2003,4,0.020936834634492474,LE_2003-04,2003-04-01,70.45,2003-04-30,71.925
LE,2003,5,0.034934497816593746,LE_2003-05,2003-05-01,68.7,2003-05-30,71.1
